title,speaker,calling,year,season,url,paragraph_number,text
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,34,This is the first and great commandment.
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,35,"And the second is like unto it, Thou shalt love thy neighbour as thyself."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,36,On these two commandments hang all the law and the prophets.
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,37,"He that hath my commandments, and keepeth them, he it is that loveth me: and he that loveth me shall be loved of my Father, and I will love him, and will manifest myself to him."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,38,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,39,"This is my commandment, That ye love one another, as I have loved you."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,40,"Behold my hands and my feet, that it is I myself: handle me, and see; for a spirit hath not flesh and bones, as ye see me have."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,41,"Go ye therefore, and teach all nations, baptizing them in the name of the Father, and of the Son, and of the Holy Ghost:"
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,42,"Teaching them to observe all things whatsoever I have commanded you: and, lo, I am with you alway, even unto the end of the world."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,43,"After His ministry in the Holy Land, Jesus Christ appeared to the righteous on the American continent. These are some of the words He spoke there:"
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,44,"Behold, I am Jesus Christ the Son of God. I created the heavens and the earth, and all things that in them are. I was with the Father from the beginning. I am in the Father, and the Father in me; and in me hath the Father glorified his name."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,45,"I am the light and the life of the world. I am Alpha and Omega, the beginning and the end."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,46,"And ye shall offer up unto me no more the shedding of blood; yea, your sacrifices and your burnt offerings shall be done away, for I will accept none of your sacrifices and your burnt offerings."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,47,"And ye shall offer for a sacrifice unto me a broken heart and a contrite spirit. And whoso cometh unto me with a broken heart and a contrite spirit, him will I baptize with fire and with the Holy Ghost."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,48,"Behold, I have come unto the world to bring redemption unto the world, to save the world from sin."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,49,"And again I say unto you, ye must repent, and be baptized in my name, and become as a little child, or ye can in nowise inherit the kingdom of God."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,50,"Therefore I would that ye should be perfect even as I, or your Father who is in heaven is perfect."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,51,"Verily, verily, I say unto you, ye must watch and pray always, lest ye be tempted by the devil, and ye be led away captive by him."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,52,Therefore ye must always pray unto the Father in my name.
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,53,"Therefore, whatsoever ye shall do, ye shall do it in my name; therefore ye shall call the church in my name."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,54,"Behold I have given unto you my gospel, and this is the gospel which I have given unto youthat I came into the world to do the will of my Father, because my Father sent me."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,55,"And my Father sent me that I might be lifted up upon the cross; and after that I had been lifted up upon the cross, that I might draw all men unto me  to be judged of their works, whether they be good or whether they be evil."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,56,"Now this is the commandment: Repent, all ye ends of the earth, and come unto me and be baptized in my name, that ye may be sanctified by the reception of the Holy Ghost, that ye may stand spotless before me at the last day."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,57,We believe in Christ. I conclude with what He said about how we should know and follow His teachings:
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,58,"But the Comforter, which is the Holy Ghost, whom the Father will send in my name, he shall teach you all things, and bring all things to your remembrance, whatsoever I have said unto you."
The Teachings of Jesus Christ,By President Dallin H. Oaks,First Counselor in the First Presidency,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=eng,59,"I affirm the truth of these teachings in the name of Jesus Christ, amen."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,1,"My dear brothers and sisters, it is a joy to be with you. During these past six months, you have been constantly on my mind and in my prayers. I pray that the Holy Ghost will communicate what the Lord wants you to hear as I speak to you now."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,2,"During my surgical internship many years ago, I assisted a surgeon who was amputating a leg filled with highly infectious gangrene. The operation was difficult. Then, to add to the tension, one of the team performed a task poorly, and the surgeon erupted in anger. In the middle of his tantrum, he threw his scalpel loaded with germs. It landed in my forearm!"
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,3,"Everyone in the operating roomexcept the out-of-control surgeonwas horrified by this dangerous breach of surgical practice. Gratefully, I did not become infected. But this experience left a lasting impression on me. In that very hour, I promised myself that whatever happened in my operating room, I would never lose control of my emotions. I also vowed that day never to throw anything in angerwhether it be scalpels or words."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,4,"Even now, decades later, I find myself wondering if the contaminated scalpel that landed in my arm was any more toxic than the venomous contention that infects our civic dialogue and too many personal relationships today. Civility and decency seem to have disappeared during this era of polarization and passionate disagreements."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,5,"Vulgarity, faultfinding, and evil speaking of others are all too common. Too many pundits, politicians, entertainers, and other influencers throw insults constantly. I am greatly concerned that so many people seem to believe that it is completely acceptable to condemn, malign, and vilify anyone who does not agree with them. Many seem eager to damage anothers reputation with pathetic and pithy barbs!"
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,6,"Anger never persuades. Hostility builds no one. Contention never leads to inspired solutions. Regrettably, we sometimes see contentious behavior even within our own ranks. We hear of those who belittle their spouses and children, of those who use angry outbursts to control others, and of those who punish family members with the silent treatment. We hear of youth and children who bully and of employees who defame their colleagues."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,7,"My dear brothers and sisters, this should not be. As disciples of Jesus Christ, we are to be examples of how to interact with othersespecially when we have differences of opinion. One of the easiest ways to identify a true follower of Jesus Christ is how compassionately that person treats other people."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,8,"The Savior made this clear in His sermons to followers in both hemispheres. Blessed are the peacemakers, He said. Whosoever shall smite thee on thy right cheek, turn to him the other also. And then, of course, He gave the admonition that challenges each of us: Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,9,"Before His death, the Savior commanded His Twelve Apostles to love one another as He had loved them. And then He added, By this shall all men know that ye are my disciples, if ye have love one to another."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,10,"The Saviors message is clear: His true disciples build, lift, encourage, persuade, and inspireno matter how difficult the situation. True disciples of Jesus Christ are peacemakers."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,11,"Today is Palm Sunday. We are preparing to commemorate the most important and transcendent event ever recorded on earth, which is the Atonement and Resurrection of the Lord Jesus Christ. One of the best ways we can honor the Savior is to become a peacemaker."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,12,"The Saviors Atonement made it possible for us to overcome all evilincluding contention. Make no mistake about it: contention is evil! Jesus Christ declared that those who have the spirit of contention are not of Him but are of the devil, who is the father of contention, and [the devil] stirreth up the hearts of men to contend with anger, one with another. Those who foster contention are taking a page out of Satans playbook, whether they realize it or not. No man can serve two masters. We cannot support Satan with our verbal assaults and then think that we can still serve God."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,13,"My dear brothers and sisters, how we treat each other really matters! How we speak to and about others at home, at church, at work, and online really matters. Today, I am asking us to interact with others in a higher, holier way. Please listen carefully. If there is anything virtuous, lovely, or of good report or praiseworthy that we can say about another personwhether to his face or behind her backthat should be our standard of communication."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,14,"If a couple in your ward gets divorced, or a young missionary returns home early, or a teenager doubts his testimony, they do not need your judgment. They need to experience the pure love of Jesus Christ reflected in your words and actions."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,15,"If a friend on social media has strong political or social views that violate everything you believe in, an angry, cutting retort by you will not help. Building bridges of understanding will require much more of you, but that is exactly what your friend needs."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,16,"Contention drives away the Spiritevery time. Contention reinforces the false notion that confrontation is the way to resolve differences; but it never is. Contention is a choice. Peacemaking is a choice. You have your agency to choose contention or reconciliation. I urge you to choose to be a peacemaker, now and always."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,17,"Brothers and sisters, we can literally change the worldone person and one interaction at a time. How? By modeling how to manage honest differences of opinion with mutual respect and dignified dialogue."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,18,Differences of opinion are part of life. I work every day with dedicated servants of the Lord who do not always see an issue the same way. They know I want to hear their ideas and honest feelings about everything we discussespecially sensitive issues.
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,19,"My two noble counselors, President DallinH. Oaks and President HenryB. Eyring, are exemplary in the way they express their feelingsespecially when they may differ. They do so with pure love for each other. Neither suggests that he knows best and therefore must rigorously defend his position. Neither evidences the need to compete with the other. Because each is filled with charity, the pure love of Christ, our deliberations can be guided by the Spirit of the Lord. How I love and honor these two great men!"
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,20,"Charity is the antidote to contention. Charity is the spiritual gift that helps us to cast off the natural man, who is selfish, defensive, prideful, and jealous. Charity is the principal characteristic of a true follower of Jesus Christ. Charity defines a peacemaker."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,21,"When we humble ourselves before God and pray with all the energy of our hearts, God will grant us charity."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,22,Those blessed with this supernal gift are long-suffering and kind. They do not envy others and are not caught up in their own importance. They are not easily provoked and do not think evil of others.
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,23,"Brothers and sisters, the pure love of Christ is the answer to the contention that ails us today. Charity propels us to bear one anothers burdens rather than heap burdens upon each other. The pure love of Christ allows us to stand as witnesses of God at all times and in all thingsespecially in tense situations. Charity allows us to demonstrate how men and women of Christ speak and actespecially when under fire."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,24,"Now, I am not talking about peace at any price. I am talking about treating others in ways that are consistent with keeping the covenant you make when you partake of the sacrament. You covenant to always remember the Savior. In situations that are highly charged and filled with contention, I invite you to remember Jesus Christ. Pray to have the courage and wisdom to say or do what He would. As we follow the Prince of Peace, we will become His peacemakers."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,25,At this point you may be thinking that this message would really help someone you know. Perhaps you are hoping that it will help him or her to be nicer to you. I hope it will! But I also hope that you will look deeply into your heart to see if there are shards of pride or jealousy that prevent you from becoming a peacemaker.
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,26,"If you are serious about helping to gather Israel and about building relationships that will last throughout the eternities, now is the time to lay aside bitterness. Now is the time to cease insisting that it is your way or no way. Now is the time to stop doing things that make others walk on eggshells for fear of upsetting you. Now is the time to bury your weapons of war. If your verbal arsenal is filled with insults and accusations, now is the time to put them away. You will arise as a spiritually strong man or woman of Christ."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,27,"The temple can help us in our quest. There we are endowed with Gods power, giving us the ability to overcome Satan, the instigator of all contention. Cast him out of your relationships! Note that we also rebuke the adversary every time we heal a misunderstanding or refuse to take offense. Instead, we can show the tender mercy that is characteristic of true disciples of Jesus Christ. Peacemakers thwart the adversary."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,28,"Let us as a people become a true light on the hilla light that cannot be hid. Let us show that there is a peaceful, respectful way to resolve complex issues and an enlightened way to work out disagreements. As you demonstrate the charity that true followers of Jesus Christ manifest, the Lord will magnify your efforts beyond your loftiest imagination."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,29,"The gospel net is the largest net in the world. God has invited all to come unto Him, black and white, bond and free, male and female. There is room for everyone. However, there is no room for prejudice, condemnation, or contention of any kind."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,30,"My dear brothers and sisters, the best is yet to come for those who spend their lives building up others. Today I invite you to examine your discipleship within the context of the way you treat others. I bless you to make any adjustments that may be needed so that your behavior is ennobling, respectful, and representative of a true follower of Jesus Christ."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,31,"I bless you to replace belligerence with beseeching, animosity with understanding, and contention with peace."
Peacemakers Needed,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=eng,32,"God lives! Jesus is the Christ. He stands at the head of this Church. We are His servants. He will help us to become His peacemakers. I so testify in the sacred name of Jesus Christ, amen."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,1,"As we remember this weekend the Saviors triumphal entry into Jerusalem shortly before His atoning sacrifice, I recall His words of hope and comfort: I am the resurrection, and the life: he that believeth in me, though he were dead, yet shall he live."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,2,I love Him. I believe Him. I testify that He is the Resurrection and the Life.
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,3,"This testimony has comforted and strengthened me during the past four and a half years since my wife, Barbara, passed away. I miss her."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,4,"Often, I have been reflecting on our eternal marriage and our life together."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,5,"I previously have shared how I first met Barbara and how that experience taught me to use the skill of following up that I had learned on my mission. I had to follow up quickly with her after we first met because she was beautiful, popular, and had a very busy social calendar. I was smitten early because she was approachable and friendly. I admired her goodness. I felt that she and I belonged together. It seemed that simple in my mind."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,6,"Barbara and I dated, and our relationship began to grow, but she was uncertain that marriage to me was right for her."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,7,"It wasnt enough for me to know; Barbara needed to know for herself. I knew if we spent time fasting and praying about the matter, Barbara could receive a confirmation from heaven."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,8,"We spent a weekend without dating so we could fast and pray individually to know for ourselves. Fortunately for me, she received the same confirmation that I did. The rest, as they say, is history."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,9,"When Barbara passed away, our children put on her headstone several lessons that Barbara wanted them to remember. One of those lessons is what matters most is what lasts longest."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,10,Today I will share from my heart a few feelings and thoughts on what matters most.
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,11,"First, a relationship with our Heavenly Father and His Son, the Lord Jesus Christ, is most important. This relationship matters most now and in eternity."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,12,"Second, family relationships are among those things that matter most."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,13,"Throughout my ministry, I have visited many individuals and families impacted by devastating natural disasters. Many were displaced, hungry, and frightened. They needed medical assistance, food, and shelter."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,14,They also needed their families.
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,15,"I recognize some may not have the blessings of a close family, so I include extended family, friends, and even ward families as family. These relationships are essential for emotional and physical health."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,16,"These relationships can also offer love, joy, happiness, and a sense of belonging."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,17,"Nurturing these important relationships is a choice. A choice to be part of a family requires commitment, love, patience, communication, and forgiveness. There may be times when we disagree with another person, but we can do so without being disagreeable. In courtship and marriage, we dont fall in love or fall out of love as though we are objects being moved on a chessboard. We choose to love and sustain one another. We do the same in other family relationships and with friends who are like family to us."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,18,The family proclamation states that the divine plan of happiness enables family relationships to be perpetuated beyond the grave. Sacred ordinances and covenants available in holy temples make it possible for individuals to return to the presence of God and for families to be united eternally.
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,19,"Another thing that matters most is following the promptings of the Spirit in our most important relationships and in our efforts to love our neighbors as ourselves, including in our private and public ministries. I learned this lesson early in my life while serving as a bishop."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,20,"Late one cold, snowy winter evening, I was leaving my bishops office when I had a strong impression to visit an elderly widow in the ward. I glanced at my watchit was 10:00 p.m. I reasoned that it was too late to make such a visit. And besides, it was snowing. I decided to visit this dear sister first thing in the morning rather than disturbing her at such a late hour. I drove home and went to bed but tossed and turned throughout the night because the Spirit was stirring me."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,21,"Early the next morning, I drove straight to the widows home. Her daughter answered the door and tearfully said, Oh, Bishop, thank you for coming. Mother passed away two hours agoI was devastated. I will never forget the feelings of my heart. I wept. Who more than this dear widow deserved to have her bishop hold her hand, comfort her, and perhaps give her a final blessing? I missed that opportunity because I reasoned away this strong prompting from the Spirit."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,22,"Brothers and sisters, young men and young women, and Primary children, I testify that following the promptings of the Spirit is one of the things that matter most in all our relationships."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,23,"Finally, on this Palm Sunday weekend, I testify that being converted to the Lord, bearing testimony of Him, and serving Him are also among the things that matter most."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,24,"Faith in Jesus Christ is the foundation of our testimonies. A testimony is a witness or confirmation of eternal truth impressed upon individual hearts and souls through the Holy Ghost. A testimony of Jesus Christ, born of and strengthened by the Spirit, changes livesit changes the way we think and how we live. A testimony turns us toward our Heavenly Father and His divine Son."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,25,Alma taught:
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,26,"Behold, I testify unto you that I do know that these things whereof I have spoken are true. And how do ye suppose that I know of their surety?"
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,27,"Behold, I say unto you they are made known unto me by the Holy Spirit of God. Behold, I have fasted and prayed many days that I might know these things of myself. And now I do know of myself that they are true; for the Lord God hath made them manifest unto me by his Holy Spirit."
Remember What Matters Most,By President M. Russell Ballard,Acting President of the Quorum of the Twelve Apostles,2023,April,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=eng,28,"Having a testimony alone is not enough. As our conversion to Jesus Christ grows, we naturally want to testify of HimHis goodness, love, and kindness."
